id,char,unicode,n_points,n_strokes,stroke
347,彶,5F76,60,10,"60,-64,0,-5,-14,-4,0,4,0,4,-13,-64,0,7,-12,0,-6,-9,8,-64,0,-10,0,-4,6,-64,0,-7,-12,0,-7,3,-1,-64,0,4,0,7,9,-64,0,8,-1,6,3,2,6,-64,0,-3,-15,-3,-12,-64,0,0,-15,0,-11,-64,-64,,,,,,"
348,即,.537,166,24,"166,-64,0,1,-13,2,-8,4,-7,5,-9,3,-14,-64,0,2,-10,5,-10,-64,0,4,-7,4,0,0,3,0,9,-64,0,4,-1,5,3,5,11,-64,0,1,2,2,4,-64,0,1,5,2,6,-64,0,4,4,5,6,6,4,-64,0,5,-12,7,-11,7,-11,6,-2,-64,0,8,-13,7,-11,-64,0,9,-10,7,-9,-64,0,10,-9,6,-7,-64,0,7,-4,9,0,9,7,-64,0,7,3,9,1,11,3,-64,0,-3,-14,-3,-10,-64,0,-3,-10,-5,-8,-3,-5,-1,-7,-3,-10,-64,0,-3,-5,-4,2,-64,0,-4,2,-7,10,-64,0,-4,0,-3,9,-64,0,-8,0,-3,-3,-1,-2,-64,0,-5,-17,-6,-11,-4,-10,-64,0,-5,-15,-4,-13,-64,0,-6,-13,-4,-11,-64,-64,,,,,,"
349,亟,4E9F,34,6,"34,-64,0,0,-15,6,-5,-64,0,2,-11,0,-5,1,4,-2,10,-64,0,3,3,4,6,-1,13,-64,0,1,5,3,9,4,17,-64,-64,,,,,,"
350,疾,75BE,60,10,"60,-64,0,-1,-14,-8,2,-64,0,-1,-14,6,2,-64,0,-8,2,-4,2,-4,6,-64,0,-9,6,-4,6,-64,0,1,2,6,2,-64,0,1,2,1,6,6,6,-64,0,-9,9,6,9,-64,0,-9,6,-9,13,-1,15,6,13,6,6,-64,-64,,,,,,"
351,集,96C6,52,9,"52,-64,0,3,-14,2,-9,-2,-4,-64,0,2,-9,4,-4,2,1,1,14,-64,0,2,2,6,6,2,11,-64,0,2,5,7,12,-64,0,-1,3,-6,10,-64,0,-2,5,-2,12,-64,0,-3,-11,-7,0,-64,-64,,,,,,"
352,耤,8024,68,10,"68,-64,0,5,-10,8,-5,7,0,3,0,3,0,-64,0,5,-10,2,-5,3,0,-64,0,2,-5,8,-5,8,-5,-64,0,3,0,1,5,-64,0,5,0,6,5,-64,0,0,5,8,5,-64,0,11,-13,14,-1,8,3,12,4,16,2,16,9,-64,0,11,-11,10,1,-64,-64,,,,,,"
353,己,5DF1,34,7,"34,-64,0,-7,-9,5,-9,-64,0,-1,-9,-5,2,-64,0,-1,-5,1,0,-64,0,1,0,-1,11,-1,10,-64,0,-8,12,8,11,-64,-64,,,,,,"
354,丮,4E2E,54,8,"54,-64,0,1,-14,0,0,-4,4,-6,9,-64,0,0,0,2,6,1,11,-64,0,-5,-5,0,-11,9,-3,-64,0,3,-4,6,2,6,5,12,6,-64,0,6,2,9,3,8,9,-64,0,3,1,3,-4,7,-2,-64,-64,,,,,,"
355,挤ji,,70,11,"70,-64,0,-4,-12,5,-12,-64,0,-3,-12,-3,-7,4,-7,3,-1,-64,0,0,-11,0,-7,-5,-5,-8,0,-64,0,4,-6,-3,-2,-5,2,-64,0,3,-2,-1,1,-3,6,-64,0,3,-2,3,16,-64,0,0,5,2,8,-64,0,6,0,2,5,-64,0,-2,14,3,11,6,13,-64,-64,,,,,,"
356,旡,65E1,104,15,"104,-64,0,-5,-12,-5,3,-64,0,-8,2,-2,-1,-64,0,-5,3,-8,10,-64,0,-5,3,-3,6,-6,12,-64,0,-6,6,-4,7,-64,0,-8,9,-5,9,-64,0,-4,-12,-2,-9,-3,-6,-64,0,-3,-5,-1,-2,-1,0,-2,2,-64,0,-4,-9,-2,-9,2,-4,4,-8,-64,0,-2,-2,-1,-2,2,1,5,0,-64,0,-1,3,1,5,1,9,-64,0,-1,7,6,8,-1,9,-64,0,4,-14,4,-9,8,-4,5,8,-64,-64,,,,,,"
357,季,5B63,16,3,"16,-64,0,-4,-10,11,-10,11,2,-4,1,-4,8,9,8,-64,-64,,,,,,"
358,既,65E2,72,12,"72,-64,0,-4,-13,-4,4,4,7,4,12,-64,0,-6,8,4,12,-64,0,-6,8,-3,16,-64,0,-4,-6,3,-3,-64,0,-1,-9,3,-7,3,-3,-64,0,-1,-13,3,-10,0,-5,-64,0,-4,-2,4,2,-64,0,4,2,7,-4,-64,0,7,-4,5,-10,-64,0,6,-13,9,-8,4,-2,-64,-64,,,,,,"
359,洎,6D0E,54,8,"54,-64,0,-9,-11,-6,-2,-6,-14,-64,0,-8,-9,-3,-12,-2,-16,-64,0,-1,-14,0,-12,6,-10,-64,0,3,-13,3,-4,7,-12,-64,0,-1,-5,-3,6,3,9,3,12,-4,9,-2,16,-64,0,-1,-4,2,7,-64,-64,,,,,,"
360,祭,796D,58,9,"58,-64,0,-7,9,-5,2,-7,-2,1,-5,6,-4,8,-1,7,3,8,8,11,10,-64,0,-5,2,7,-1,-64,0,-12,-5,-8,-6,-64,0,-5,-7,-2,-8,-64,0,4,-11,8,-9,-64,0,-9,5,-11,11,-64,0,10,-4,11,-1,-64,-64,,,,,,"
361,跽,8DFD,102,12,"102,-64,0,-4,-11,-1,-8,-1,-2,-1,15,-64,0,-5,1,0,6,-64,0,-1,0,7,-9,-64,0,-7,13,-1,9,4,13,-64,0,-4,-13,-4,-8,-64,0,-8,-16,-9,-13,-8,-11,-6,-11,-6,-15,-7,-16,-64,0,3,-13,2,-10,2,-8,4,-9,5,-11,3,-13,3,-13,-64,0,-5,-5,-5,-2,-3,-2,-4,-5,-64,0,3,1,4,6,5,5,7,3,4,1,-64,0,-7,3,-8,7,-6,9,-4,6,-6,4,-64,-64,,,,,,"
362,穧,7A67,52,7,"52,-64,0,-6,-13,3,-16,-64,0,-5,-9,4,-11,-64,0,-5,-13,-4,-9,-64,0,-1,-15,2,-7,3,0,2,4,0,5,-7,9,-8,9,-7,12,0,9,-1,12,-3,17,-64,0,1,-9,-2,-1,-3,4,-64,-64,,,,,,"
363,霽,973D,70,10,"70,-64,0,-1,-16,0,-3,-64,0,-5,-14,0,-11,-64,0,-5,-14,-7,-8,-3,-9,-5,-14,-64,0,6,-14,0,-9,-64,0,0,-8,7,-5,-64,0,-4,-3,4,-2,3,1,0,3,-3,1,-4,-3,-64,0,-6,10,-2,6,0,6,6,3,-64,0,0,3,0,7,-2,11,-5,16,-64,-64,,,,,,"
364,夾,593E,84,13,"84,-64,0,-4,-7,5,-7,-64,0,-4,-7,-4,-2,5,-2,5,-7,-64,0,1,-14,-2,-7,-64,0,1,-14,3,-7,-64,0,-1,-2,-2,4,-64,0,2,-2,3,3,-64,0,-4,4,4,3,-64,0,4,-13,12,-12,-64,0,4,-13,5,-9,12,-10,-64,0,9,-16,10,-2,6,-1,6,4,11,2,8,10,-64,0,9,-9,7,-6,7,-2,-64,-64,,,,,,"
365,佳jia,,66,9,"66,-64,0,0,-19,0,-8,-6,1,-6,6,0,12,1,5,-64,0,0,-8,6,-1,9,7,4,12,3,5,-64,0,-7,-14,-6,0,6,-2,8,-12,-64,0,-11,-10,-10,-7,-11,-4,-64,0,10,-15,9,-11,10,-10,-64,0,-8,9,-5,14,-64,0,10,-1,12,5,-64,-64,,,,,,"
366,家,5BB6,64,11,"64,-64,0,-3,-15,-10,-6,-5,-2,-5,-2,-64,0,2,-11,-5,-2,-64,0,-7,-10,-1,-7,-64,0,3,-15,9,-6,1,2,-64,0,2,-9,7,12,8,16,-64,0,-1,-16,-1,-12,-64,0,-9,3,-9,8,-64,0,-4,0,-4,4,-64,0,0,5,0,10,-64,-64,,,,,,"
367,嘉jia,,46,9,"46,-64,0,-7,-10,9,-10,-64,0,-7,-4,5,-4,-64,0,-7,1,5,1,-64,0,-7,-10,-7,-4,-64,0,5,-4,5,1,-64,0,11,1,-3,11,-64,0,9,7,-8,7,1,14,-64,-64,,,,,,"
368,豭,8C6D,58,7,"58,-64,0,-5,-5,-5,-12,5,-12,5,-6,-64,0,0,-12,0,-6,-64,0,0,0,-1,4,-2,6,0,10,2,6,-1,3,-64,0,6,1,5,6,7,10,8,5,6,3,-64,0,-5,-2,-5,4,-7,6,-6,10,-3,7,-5,4,-64,-64,,,,,,"
369,甲,7532,62,10,"62,-64,0,-1,-16,-1,-13,-7,-8,-64,0,-1,-13,5,-8,-64,0,-1,-13,-1,2,-2,6,-3,11,-64,0,0,2,2,5,3,12,-64,0,-5,-6,-7,-1,-8,9,-64,0,-6,-3,-3,1,-64,0,3,-7,6,-2,7,10,-64,0,3,1,5,-2,-64,-64,,,,,,"
370,斝,659D,50,9,"50,-64,0,0,-10,-6,-6,-7,10,-64,0,0,-10,7,-4,7,11,-64,0,-4,-7,4,-2,-64,0,1,-6,-5,2,-64,0,-3,-1,-1,4,-64,0,1,-6,2,2,1,10,-64,0,-4,8,2,2,-64,-64,,,,,,"
371,戔,6214,46,6,"46,-64,0,-1,2,-2,-3,-1,-8,-9,-9,-9,-4,2,0,-64,0,-5,-14,-6,3,0,6,0,11,-7,6,-6,10,-4,14,-64,0,4,-9,3,4,10,7,-64,0,7,1,5,9,-64,-64,,,,,,"
372,缄jian,,48,7,"48,-64,0,-8,-8,-8,9,-4,12,-64,0,-4,5,-7,14,-64,0,1,-5,-3,-8,-2,-11,2,-12,5,-10,5,-7,2,-5,-64,0,2,-5,2,6,-1,15,-64,0,-2,-2,2,2,7,-4,-64,-64,,,,,,"
373,監,76E3,60,11,"60,-64,0,1,-16,7,-12,-64,0,7,-12,3,6,-64,0,-1,-12,11,-8,-64,0,-3,-11,-3,-4,-64,0,-3,-8,6,-6,-64,0,6,-6,9,4,5,15,-64,0,-1,0,0,-1,-1,5,-64,0,-3,3,-4,11,-64,0,-3,7,7,7,-64,-64,,,,,,"
374,艱,8271,38,8,"38,-64,0,-6,-8,-5,8,-64,0,-6,-8,8,-8,-64,0,8,-8,8,7,-64,0,-5,8,7,7,-64,0,-4,1,3,1,-64,0,-1,-3,-1,5,-64,-64,,,,,,"
375,麉jian,,82,15,"82,-64,0,-6,-10,-6,12,-64,0,5,-10,6,11,-64,0,-6,-10,-8,-4,-64,0,-6,-10,-4,-6,-64,0,5,-10,3,-5,-64,0,5,-10,9,-6,-64,0,-6,-1,5,-2,-64,0,-6,2,5,2,-64,0,-3,3,-6,10,-6,9,-64,0,-3,3,-1,8,-64,0,-1,8,-1,12,-64,0,-1,8,2,3,-64,0,2,3,5,7,-64,-64,,,,,,"
376,見,898B,48,9,"48,-64,0,4,-12,1,-12,-64,0,3,-12,5,0,-64,0,6,0,3,0,-64,0,-3,-3,9,-4,-64,0,-5,1,-2,3,-4,14,-4,14,-64,0,-8,4,5,3,-64,0,-5,14,0,14,-64,-64,,,,,,"
377,姜,59DC,80,11,"80,-64,0,8,-11,-4,-10,-3,-6,2,-7,8,-11,-64,0,1,-11,0,-8,1,-7,-64,0,3,-11,4,-8,-64,0,3,-8,6,2,0,6,1,9,7,5,7,9,5,14,-64,0,4,-5,1,4,-64,0,-6,-1,-6,2,-3,4,0,2,-1,-3,-64,0,-3,4,-6,9,-64,0,-3,4,-2,9,-64,0,-8,9,-1,9,-64,-64,,,,,,"
378,畕,7555,150,23,"150,-64,0,-5,-8,-4,-1,-64,0,-7,-7,-7,-4,-5,-2,-64,0,-2,-8,-2,-4,-64,0,-2,-4,-4,-2,-64,0,-8,1,-8,4,-64,0,-8,0,-2,0,-64,0,-2,0,-2,5,-64,0,-8,5,-2,5,-64,0,-8,2,-4,2,-64,0,-5,5,-6,11,-64,0,-4,5,-3,12,-64,0,-8,11,-1,14,-64,0,1,-9,1,-5,3,-4,6,-6,5,-10,-64,0,1,-8,5,-8,-64,0,3,-3,1,1,1,4,3,6,7,4,7,0,3,-3,-64,0,4,-2,3,8,3,7,-64,0,1,1,7,1,-64,0,3,8,0,12,-64,0,4,8,4,11,2,16,-64,0,4,11,5,17,-64,0,4,9,8,11,-64,-64,,,,,,"
379,彊,5F4A,58,9,"58,-64,0,-9,3,7,2,-64,0,-6,-9,-6,-2,-7,-1,-7,4,-64,0,-6,-6,-9,-4,-64,0,-2,-10,-2,-2,-3,-1,-4,5,-4,5,-64,0,-2,-7,-4,-4,-64,0,3,-1,2,2,2,2,2,17,-64,0,-1,17,7,17,-64,-64,,,,,,"
380,疆,7586,104,14,"104,-64,0,-9,-10,-1,-10,-64,0,-7,-10,-6,-7,-64,0,-3,-10,-6,-7,-64,0,-9,-6,-3,-6,-64,0,-6,-6,-6,-4,-64,0,-6,-4,-9,-3,-9,0,-9,1,-10,2,-64,0,-6,-4,-3,-2,-4,-1,-4,0,-4,1,-64,0,-5,-5,-2,-4,0,-2,0,0,-1,3,-3,5,-3,8,-2,9,-1,9,1,8,3,5,-64,0,0,-2,5,-2,-64,0,2,-2,2,3,-64,0,6,-2,11,-2,-64,0,8,-2,8,6,-64,-64,,,,,,"
381,弜,5F1C,54,7,"54,-64,0,-8,-9,-2,-7,2,-5,4,-8,9,-8,8,-13,-7,-9,-64,0,-2,-11,-2,-8,-64,0,4,-12,3,-9,-64,0,0,-5,-3,5,2,7,5,8,5,12,0,12,-2,9,0,17,-64,0,0,-4,3,7,-64,-64,,,,,,"
382,降,964D,54,9,"54,-64,0,-6,-3,-5,-10,-1,-4,2,-10,4,-6,-64,0,-1,-4,-1,5,-64,0,-4,-3,-1,2,-64,0,3,-3,-1,2,-64,0,0,6,0,17,-64,0,-5,5,-5,16,-64,0,-5,9,4,8,4,11,-5,12,-64,-64,,,,,,"
383,洚,6D1A,74,13,"74,-64,0,-7,-8,-7,-1,-7,-1,-64,0,-7,-8,1,-8,-64,0,1,-8,1,-1,-64,0,-7,-4,0,-4,-64,0,-3,-8,-3,-1,-64,0,-7,-1,1,-1,-64,0,-2,2,-1,10,-1,10,-64,0,-2,2,6,2,7,10,-64,0,-2,6,6,5,-64,0,2,2,3,10,-64,0,-1,10,6,10,-64,-64,,,,,,"
384,將,5C07,94,9,"94,-64,0,1,-6,-1,-3,2,0,5,-3,4,-6,0,-6,0,-6,-64,0,0,-3,5,-4,-64,0,2,-6,2,-1,-64,0,-1,-9,-4,0,-2,2,-4,4,-6,6,-5,9,-5,13,-8,14,-64,0,-9,-6,-1,-8,-64,0,1,6,-1,7,-1,8,-1,8,0,10,1,10,3,10,4,9,4,9,4,8,3,7,2,6,1,6,1,6,-64,0,-1,8,4,8,1,6,1,10,-64,-64,,,,,,"
385,交,4EA4,96,13,"96,-64,0,-1,-7,-2,-3,3,-2,6,-6,4,-9,-1,-7,-1,-7,-64,0,-1,-5,5,-6,-64,0,2,-8,2,-2,-64,0,-1,4,-1,10,-64,0,-1,4,7,4,-64,0,7,4,7,10,-64,0,-1,7,7,7,-64,0,3,4,3,9,3,9,-64,0,-1,10,7,9,-64,0,-7,-10,-2,-11,-64,0,-2,-12,-2,-9,-6,-4,-5,-1,-2,1,-3,3,-6,4,-6,7,-4,10,-7,14,-64,-64,,,,,,"
386,胶,80F6,56,9,"56,-64,0,-3,-10,-7,-3,-7,-3,-64,0,-3,-10,-2,-3,-2,-3,-64,0,-2,-3,-3,0,-3,0,-64,0,-3,0,-2,10,-64,0,-2,10,-4,14,-64,0,1,-12,0,-7,-64,0,1,-11,4,-5,2,0,4,7,0,15,-64,-64,,,,,,"
387,角,89D2,96,16,"96,-64,0,6,-8,5,15,-64,0,2,-9,6,-8,-64,0,2,-9,2,-6,6,-5,-64,0,2,-2,5,0,-64,0,2,-2,2,1,5,3,-64,0,1,4,5,6,-64,0,1,4,1,9,-64,0,1,8,5,10,-64,0,-1,-9,-1,-2,-64,0,-1,-9,-5,-6,-4,-1,-64,0,-1,-6,-5,-2,-6,2,-64,0,-3,5,-5,11,-64,0,-3,5,-2,13,-64,0,-4,9,0,11,1,15,-64,-64,,,,,,"
388,烄,70C4,50,9,"50,-64,0,-5,-9,-3,0,-5,5,-4,12,-64,0,1,-12,-1,-2,-64,0,1,-12,4,-2,-64,0,0,-6,7,-3,7,2,-64,0,3,0,2,11,-64,0,3,0,6,8,-64,0,-2,9,4,5,-64,-64,,,,,,"
389,教,6559,66,11,"66,-64,0,-1,-10,-2,12,-64,0,-1,-5,6,-5,-64,0,6,-9,5,-3,-64,0,0,3,4,3,-64,0,4,0,5,6,-64,0,-1,7,3,10,5,13,6,17,-64,0,2,4,2,9,0,12,-64,0,-8,-15,-4,-10,-3,-7,-64,0,-3,-14,-6,-7,-4,-4,-64,-64,,,,,,"
390,卩,5369,34,5,"34,-64,0,-7,7,-6,-5,0,-10,7,-8,9,9,-64,0,0,-15,1,-4,-3,2,-2,7,8,16,-64,0,1,-4,4,2,-5,16,-64,-64,,,,,,"
391,解,89E3,56,7,"56,-64,0,0,-15,-1,-7,-4,-3,-5,2,0,7,5,10,6,15,-64,0,0,-8,4,-3,4,3,-1,6,-4,10,-5,15,-64,0,-6,-8,0,-12,7,-7,-64,0,-7,-4,-6,10,-64,0,-7,-4,-10,1,-10,6,-7,11,-64,-64,,,,,,"
392,介,4ECB,52,8,"52,-64,0,-5,-16,-3,-9,-9,1,-3,7,-2,4,-64,0,-5,-16,3,-9,5,-1,2,7,0,4,-64,0,-1,-8,-1,-4,-7,-2,-64,0,-1,-5,4,-1,-64,0,-1,-1,-6,3,-64,0,-1,-1,4,3,-64,-64,,,,,,"
393,戒,6212,90,12,"90,-64,0,1,-16,1,-14,-5,-8,-64,0,1,-14,6,-11,-64,0,1,-14,1,-8,-2,-3,4,3,5,6,-64,0,1,-8,4,-4,3,-2,-3,4,-3,6,-64,0,-5,-1,-5,2,-64,0,6,-1,6,2,-64,0,0,5,0,9,-2,11,-5,7,-5,7,-64,0,-6,5,-6,10,-2,14,7,13,7,4,-64,0,0,8,2,11,8,6,-64,0,-2,7,-1,7,-64,-64,,,,,,"
394,巾,5DFE,80,12,"80,-64,0,-7,-12,-1,-7,-64,0,-3,-13,-7,-7,-64,0,-6,-6,-2,-1,-64,0,-2,-6,-6,-1,-6,-1,-64,0,-4,1,-6,3,-4,4,-2,3,-4,1,-4,1,-64,0,-5,4,-4,9,-2,14,-64,0,-7,7,-4,9,-1,6,-64,0,2,-8,2,5,-64,0,3,-1,6,3,2,9,-64,0,2,3,6,8,7,15,-64,-64,,,,,,"
395,今,4ECA,28,4,"28,-64,0,2,-18,8,-2,1,2,-3,3,-3,9,8,4,7,10,4,14,-64,0,4,-12,0,-6,1,2,-64,-64,,,,,,"
396,斤,65A4,48,9,"48,-64,0,-7,-10,1,-11,-64,0,-3,-14,-3,-1,-64,0,-5,-9,-3,-5,-64,0,0,-11,-3,-6,-64,0,-6,-4,8,-5,-64,0,6,-8,3,-7,3,12,3,11,-64,0,6,10,-1,13,-64,-64,,,,,,"
397,紟,7D1F,134,19,"134,-64,0,-3,-13,-1,-6,-2,0,-4,1,-5,-1,-64,0,-2,-11,-7,-5,-9,-3,-8,1,-7,-1,-64,0,-3,-7,-6,-5,-64,0,-4,-7,-3,-5,-2,-4,-64,0,-5,-4,-7,-3,-64,0,-5,-4,-3,-1,-64,0,-8,-12,-8,-9,-10,-4,-11,-2,-64,0,-8,-8,-7,-7,-64,0,-9,-5,-8,-4,-64,0,-6,-11,-5,-9,-64,0,-1,-12,0,-11,-64,0,3,-12,3,-9,0,-7,-64,0,2,-8,1,-4,0,-2,-64,0,2,-7,0,-5,-64,0,-2,2,-3,16,-64,0,-6,-1,-6,5,-2,7,3,5,3,-1,-64,0,-5,9,-2,11,2,8,-64,-64,,,,,,"
398,堇,5807,46,8,"46,-64,0,0,-16,0,-10,-4,-5,-1,2,-1,15,-64,0,0,-10,5,-5,-64,0,-7,-4,-7,6,-64,0,3,-2,3,5,-64,0,-6,8,-6,18,-64,0,3,9,3,16,3,16,-64,-64,,,,,,"
399,盡,76E1,46,9,"46,-64,0,-3,-14,0,-11,0,12,-64,0,-5,12,4,12,-64,0,-7,-8,7,-8,-64,0,0,-2,-10,12,-64,0,-7,-4,-3,8,-64,0,6,-4,1,10,-64,0,1,-2,10,10,-64,-64,,,,,,"
400,近zhi,,18,4,"18,-64,0,0,-14,-1,13,-64,0,-5,11,-5,-7,7,-7,6,12,-64,-64,,,,,,"
401,晉,6649,30,6,"30,-64,0,6,-12,0,-4,-2,7,-64,0,6,-12,12,-4,13,9,-64,0,0,-4,12,-4,-64,0,2,4,9,4,-64,-64,,,,,,"
402,進,9032,22,4,"22,-64,0,-6,-1,2,-7,3,2,-1,11,-1,18,-64,0,-5,-6,-6,-1,-1,0,-64,-64,,,,,,"
403,寖,5BD6,56,11,"56,-64,0,-2,-2,-7,5,-64,0,-2,-2,2,5,-64,0,-5,3,1,3,-64,0,4,-8,2,-3,-64,0,2,-3,8,5,-64,0,8,5,6,9,-64,0,4,-8,7,-2,-64,0,7,-2,3,4,-64,0,3,4,5,10,-64,-64,,,,,,"
404,京,.4EA,84,11,"84,-64,0,-3,-10,-3,-6,1,-4,-64,0,1,-4,5,-6,-64,0,4,-11,5,-6,-64,0,-3,-9,4,-9,-64,0,1,-4,1,5,-2,11,-2,10,-64,0,1,5,4,11,-64,0,0,-4,-3,-1,0,1,-5,6,-64,0,1,-4,4,-2,2,1,7,5,-64,0,-5,15,-4,12,-1,14,1,10,3,15,5,10,7,15,2,17,-5,15,-64,-64,,,,,,"
405,晶,6676,78,11,"78,-64,0,2,-14,2,2,-64,0,-1,-4,2,-8,5,-5,-64,0,-1,0,2,-5,5,-1,-64,0,-4,-8,-4,-4,-2,-3,-2,1,-1,6,6,5,8,3,6,0,9,-6,-64,0,1,6,0,11,0,10,-64,0,4,5,5,10,-64,0,-3,11,9,10,-64,0,4,-12,10,-9,-64,0,5,-15,6,-13,4,-10,-64,-64,,,,,,"
406,兢jing,,86,13,"86,-64,0,-3,-15,-6,-11,-4,-7,-2,-11,-5,-15,-64,0,-4,-7,-4,-1,-64,0,-6,-4,-4,-1,-64,0,-4,-1,-1,-4,-64,0,2,-16,5,-12,4,-8,2,-12,4,-16,-64,0,4,-8,4,-1,-64,0,1,-5,4,-3,-64,0,7,-7,4,-4,-64,0,-6,3,0,1,5,2,-64,0,-6,3,-5,8,4,8,5,2,-64,0,-3,5,2,5,-64,-64,,,,,,"
407,精xing,,62,9,"62,-64,0,-3,-14,5,-14,5,-10,-64,0,-2,-10,5,-10,-64,0,-2,-10,-2,-1,-5,-3,-64,0,0,-14,6,-7,6,5,-64,0,-2,-7,2,-3,2,5,-64,0,-6,3,-6,9,0,9,0,9,-64,0,-3,7,-3,13,0,13,0,6,0,6,-64,-64,,,,,,"
408,井,4E95,64,11,"64,-64,0,-6,-2,-5,-9,0,-12,7,-7,7,0,-64,0,-3,-2,-3,3,-64,0,2,-7,0,-3,0,12,-64,0,3,-6,4,-5,-64,0,4,-4,0,0,-64,0,4,-1,1,4,-64,0,0,5,-6,11,-64,0,0,5,7,11,-64,0,4,3,4,6,-64,-64,,,,,,"
409,妌,598C,56,11,"56,-64,0,-9,-1,6,-1,-64,0,-4,-14,-11,-6,-64,0,-4,-14,6,-6,-64,0,-7,-10,-6,-1,-64,0,1,-10,2,-2,-64,0,-7,-10,1,-10,-64,0,-9,-1,-9,8,-64,0,6,-1,6,8,-64,0,-2,-1,-1,14,-64,-64,,,,,,"
410,倞,501E,94,17,"94,-64,0,-4,-9,-4,-3,-64,0,-4,-9,4,-9,4,-9,-64,0,4,-9,4,-4,-64,0,-2,-7,2,-7,-64,0,-4,-3,4,-4,-64,0,-9,1,-9,8,-64,0,-10,1,-2,1,-64,0,-2,1,-2,8,-64,0,-7,4,-4,4,-64,0,-9,8,-2,8,-64,0,2,1,2,11,-64,0,2,2,8,2,-64,0,8,2,9,9,-64,0,4,5,7,5,-64,0,2,10,9,9,-64,-64,,,,,,"
411,竟,7ADF,34,6,"34,-64,0,1,-13,4,-6,3,3,0,9,-64,0,14,-16,12,-8,12,3,14,12,-64,0,0,-5,16,-7,-64,0,1,2,16,2,-64,-64,,,,,,"
412,競,7AF6,66,9,"66,-64,0,3,-12,5,1,4,5,0,8,0,11,6,8,4,14,-64,0,0,-7,6,-11,7,-6,-1,-3,-2,-1,-64,0,0,-7,0,-1,-64,0,-10,-6,-1,-7,-1,-7,-64,0,-10,-1,-2,-3,-64,0,-8,-11,-7,-6,-7,4,-64,0,-3,-11,-4,-6,-3,0,-64,-64,,,,,,"
413,冏,518F,60,8,"60,-64,0,1,-14,6,-7,7,6,-64,0,3,-10,-4,-4,-64,0,-3,0,0,-1,3,1,0,2,-4,2,-3,0,-64,0,-3,-1,1,-6,2,6,1,8,1,14,-64,0,-3,2,0,7,-2,8,-2,12,-64,0,1,7,4,8,4,12,-64,-64,,,,,,"
414,囧,56E7,56,9,"56,-64,0,-6,-14,5,-14,-64,0,-3,-14,0,-10,2,-14,-64,0,0,-10,0,-4,-64,0,-5,-7,-5,-1,0,0,4,-1,4,-8,-64,0,-5,-4,4,-4,-64,0,0,0,-7,9,-64,0,0,0,3,6,0,9,-2,17,-64,-64,,,,,,"
415,丩,4E29,86,14,"86,-64,0,-5,-7,-5,-3,-2,-2,0,-7,-64,0,-5,-6,-1,-6,-64,0,-4,-12,-3,-7,-64,0,-1,-12,-3,-9,-64,0,2,-7,2,-3,6,-2,6,-8,-64,0,2,-6,6,-5,-64,0,2,-11,4,-6,-64,0,3,-9,6,-12,-64,0,-3,-2,-4,6,-2,13,-64,0,-7,1,-2,6,-64,0,4,-3,3,4,5,12,-64,0,0,1,7,4,-64,-64,,,,,,"
416,九,4E5D,46,8,"46,-64,0,-6,-12,-6,2,-64,0,-6,-12,8,-12,8,3,-64,0,0,-12,-6,-2,-64,0,0,-12,8,-3,-64,0,-4,4,-4,13,0,15,5,13,5,3,-64,0,-4,7,5,7,-64,-64,,,,,,"
417,酒,9152,62,7,"62,-64,0,0,-8,-5,-6,-8,-1,-6,5,-1,7,6,5,7,0,6,-5,0,-8,-64,0,0,-8,0,-4,-1,-3,-3,-4,-64,0,-8,-2,-3,-1,-2,0,-4,2,-64,0,-2,6,-1,3,0,2,2,3,-64,0,3,-1,1,1,4,2,7,0,-64,-64,,,,,,"
418,咎,548E,28,4,"28,-64,0,-2,-18,-2,-8,-6,-3,-6,3,-2,4,-64,0,-1,-1,2,-5,6,-2,6,2,0,6,0,16,-64,-64,,,,,,"
419,舊,820A,20,4,"20,-64,0,-1,-10,-5,7,-64,0,-5,-6,2,1,-3,10,5,16,5,11,-64,-64,,,,,,"
420,苴,82F4,90,14,"90,-64,0,-9,-10,-6,-4,-7,1,-6,7,-1,10,-2,6,-64,0,-5,-8,-5,-6,-64,0,-4,-1,-4,1,-64,0,-10,-2,-10,0,-64,0,-10,3,-9,5,-64,0,-9,8,-7,11,-64,0,-1,-8,9,-8,-64,0,-1,-3,8,-3,7,5,4,11,0,5,-2,-3,-64,0,1,-9,3,0,-64,0,6,-9,4,1,-64,0,0,2,7,1,-64,0,1,4,6,5,-64,-64,,,,,,"
421,沮,6CAE,54,8,"54,-64,0,0,-5,-2,2,-64,0,0,-5,1,4,-64,0,-1,-1,4,1,5,8,-64,0,-4,5,-4,7,-3,10,0,9,0,5,-4,5,-64,0,6,-10,6,-5,3,-2,-64,0,6,-4,8,-1,6,1,7,13,-64,-64,,,,,,"
422,举ju,,64,9,"64,-64,0,-5,-8,3,-13,2,-7,-4,-3,-5,9,-64,0,-1,-10,5,-2,5,6,-64,0,-2,-4,1,0,1,6,-64,0,-4,4,-2,9,-64,0,-7,5,-7,11,-4,14,0,11,-1,6,-64,0,-2,-10,-5,-13,-5,-9,-64,0,-1,-11,-1,-14,1,-13,-64,-64,,,,,,"
