id,char,unicode,n_points,n_strokes,stroke
372,盛,76DB,92,14,"92,-64,0,5,-11,5,-2,2,1,-64,0,-2,-10,-2,-3,2,1,-64,0,0,-1,-1,4,-64,0,3,0,3,4,-64,0,-4,4,5,4,-64,0,7,-9,7,-3,-64,0,7,-8,15,-6,7,-4,-64,0,9,-12,13,-12,-64,0,10,-12,10,10,-64,0,6,11,12,10,-64,0,-4,-10,-4,-6,-64,0,-2,-1,-4,2,-64,0,5,0,6,2,-64,0,6,-13,7,-11,-64,-64,,,,,,"
373,盧,76E7,94,13,"94,-64,0,0,-2,8,-2,-64,0,0,-2,-2,1,1,3,6,3,8,0,7,-2,7,-2,-64,0,-2,1,8,0,-64,0,3,-2,3,3,-64,0,1,3,1,12,-64,0,6,3,6,12,-64,0,4,3,1,7,-64,0,4,3,6,8,-64,0,1,-9,7,-9,-64,0,2,-14,4,-16,4,-3,-64,0,-1,-14,7,-12,-2,-9,-64,0,-1,-16,-1,-13,-64,0,-2,-12,-2,-7,-64,-64,,,,,,"
374,益,76CA,70,9,"70,-64,0,3,-14,3,-10,-64,0,7,-15,7,-9,-64,0,-1,-11,2,-5,-1,0,2,4,2,8,-64,0,10,-11,7,-6,10,0,7,3,7,8,7,8,-64,0,-1,-10,-3,-5,-64,0,10,-11,13,-7,-64,0,-4,8,10,8,-64,0,3,-3,3,2,-64,0,6,-3,6,1,-64,-64,,,,,,"
375,盡,76E1,78,9,"78,-64,0,2,-14,2,2,-64,0,-1,-4,2,-8,5,-5,-64,0,-1,0,2,-5,5,-1,-64,0,-4,-8,-4,-4,-2,-3,-2,1,-1,6,6,5,8,3,6,0,9,-6,-64,0,1,6,0,11,0,10,-64,0,4,5,5,10,-64,0,-3,11,9,10,-64,0,4,-12,10,-9,-64,0,5,-15,6,-13,4,-10,-64,-64,,,,,,"
376,盥,76E5,74,10,"74,-64,0,11,-14,6,-8,6,-1,3,1,-64,0,6,-6,2,-2,-64,0,5,-8,2,-6,-64,0,1,-5,1,-3,-64,0,9,-10,9,-7,-64,0,6,2,7,1,-64,0,-1,-4,-1,1,1,4,7,4,11,0,11,-8,-64,0,3,4,3,9,-64,0,7,4,8,8,-64,0,3,9,8,8,-64,-64,,,,,,"
377,去,53BB,52,7,"52,-64,0,2,-15,2,-4,-64,0,2,-11,-3,-6,-64,0,2,-11,7,-7,-64,0,2,-4,-2,-1,-4,5,-64,0,2,-4,9,1,9,10,-64,0,0,2,0,9,6,9,5,2,-64,0,0,5,5,5,-64,-64,,,,,,"
378,血,8840,60,7,"60,-64,0,5,-7,3,-3,5,0,7,-3,5,-7,5,-7,-64,0,-1,-11,-1,-1,5,4,11,0,11,-11,-64,0,3,2,1,8,-64,0,8,2,10,7,-64,0,-2,8,6,9,13,6,-64,0,3,-9,-1,-5,-64,0,7,-9,11,-5,-64,-64,,,,,,"
379,ting,,82,11,"82,-64,0,-2,-6,3,-6,-64,0,-3,-16,-1,-12,-1,-6,-1,-6,-64,0,3,-16,2,-14,3,-6,-64,0,0,-6,-1,-3,3,-2,2,-6,-64,0,-3,2,3,1,6,0,-64,0,2,1,1,5,-1,12,-64,0,4,-6,4,-3,-64,0,-4,-8,-4,-4,-64,0,-3,-2,-3,0,-64,0,0,-2,0,0,-64,0,-1,-16,0,-13,-64,-64,,,,,,"
380,xu,,60,7,"60,-64,0,5,-11,6,-3,2,1,2,1,-64,0,-2,-10,-1,-2,2,1,2,1,-64,0,1,0,-1,5,-1,5,-64,0,3,0,5,4,-64,0,-3,6,7,4,-64,0,8,-14,9,-8,14,1,9,6,9,13,-64,0,11,-5,8,2,-64,-64,,,,,,"
381,主,4E3B,62,7,"62,-64,0,-2,-15,-4,-11,-4,-6,0,-4,0,-4,-64,0,3,-16,5,-11,5,-7,0,-4,-64,0,0,-15,-1,-7,2,-7,0,-15,-64,0,1,-4,1,11,-64,0,-3,-1,1,4,-3,10,-64,0,4,-3,1,0,-64,0,5,2,1,6,4,9,-64,-64,,,,,,"
382,丹,4E39,32,5,"32,-64,0,0,-12,0,7,-64,0,10,-13,11,7,-64,0,0,-6,10,-7,-64,0,0,1,11,1,-64,0,3,-3,7,-3,-64,-64,,,,,,"
383,青,9752,62,8,"62,-64,0,2,-14,1,-7,-64,0,-2,-13,1,-10,5,-14,-64,0,-3,-5,-3,7,7,7,6,-4,-3,-4,-3,-4,-64,0,1,0,1,0,1,0,-64,0,1,0,1,1,-64,0,1,0,1,0,-64,0,2,0,2,0,-64,0,2,0,2,1,-64,-64,,,,,,"
384,井,4E95,34,4,"34,-64,0,1,-13,4,-6,3,3,0,9,-64,0,14,-16,12,-8,12,3,14,12,-64,0,0,-5,16,-7,-64,0,1,2,16,2,-64,-64,,,,,,"
385,bi,,72,10,"72,-64,0,-4,-7,8,-7,-64,0,-4,-7,-4,1,2,2,8,1,8,-7,-64,0,1,2,-3,11,-64,0,3,2,5,11,-64,0,2,-15,-2,-7,-64,0,2,-15,6,-7,-64,0,-2,-4,5,-4,-64,0,-7,10,-3,11,5,11,9,10,-64,0,-3,-15,-3,-11,-64,0,7,-16,7,-12,-64,-64,,,,,,"
386,即,5373,68,8,"68,-64,0,5,-10,8,-5,7,0,3,0,3,0,-64,0,5,-10,2,-5,3,0,-64,0,2,-5,8,-5,8,-5,-64,0,3,0,1,5,-64,0,5,0,6,5,-64,0,0,5,8,5,-64,0,11,-13,14,-1,8,3,12,4,16,2,16,9,-64,0,11,-11,10,1,-64,-64,,,,,,"
387,既,65E2,84,11,"84,-64,0,-4,-7,5,-7,-64,0,-4,-7,-4,-2,5,-2,5,-7,-64,0,1,-14,-2,-7,-64,0,1,-14,3,-7,-64,0,-1,-2,-2,4,-64,0,2,-2,3,3,-64,0,-4,4,4,3,-64,0,4,-13,12,-12,-64,0,4,-13,5,-9,12,-10,-64,0,9,-16,10,-2,6,-1,6,4,11,2,8,10,-64,0,9,-9,7,-6,7,-2,-64,-64,,,,,,"
388,shi,,70,10,"70,-64,0,6,-16,6,-6,-64,0,6,-6,3,-1,4,2,8,2,11,-2,6,-6,-64,0,3,-1,10,-3,-64,0,1,-11,12,-11,-64,0,1,-13,1,-9,-64,0,12,-14,12,-9,-64,0,3,-16,8,-16,-64,0,5,2,4,9,-64,0,7,2,9,10,-64,0,2,8,10,10,-64,-64,,,,,,"
389,chang,,86,11,"86,-64,0,-4,-14,-4,0,-1,2,6,2,-64,0,9,-14,9,-2,6,2,-64,0,-4,-9,9,-10,-3,1,-64,0,-4,-9,6,1,-64,0,-4,-14,1,-10,1,-10,-64,0,6,-10,6,-14,9,-14,-64,0,1,-7,4,-7,-64,0,-3,-5,-2,-4,-64,0,6,-5,6,-3,-64,0,0,2,0,7,2,12,5,8,5,2,-64,0,2,3,2,7,-64,-64,,,,,,"
390,爵,7235,74,10,"74,-64,0,-4,-12,15,-12,-64,0,-3,-10,4,-6,2,2,0,8,-64,0,14,-10,9,-6,9,-3,11,-3,9,-1,9,-1,-64,0,8,-2,12,10,-64,0,1,4,10,4,-64,0,10,-16,10,-12,-64,0,9,-16,8,-14,-64,0,10,-16,11,-14,-64,0,6,-4,6,1,-64,0,6,4,6,12,-64,-64,,,,,,"
391,食,98DF,74,11,"74,-64,0,-4,0,6,0,-64,0,-4,0,-4,5,-1,7,6,6,5,0,-64,0,-1,2,5,2,-64,0,1,-9,3,0,-64,0,0,7,0,11,-64,0,1,-9,-3,0,-64,0,3,7,4,10,-64,0,-1,11,7,10,-64,0,1,-17,-5,-9,-64,0,1,-17,6,-10,-64,0,-3,-12,4,-13,-64,-64,,,,,,"
392,yong,,82,11,"82,-64,0,0,-1,12,-1,-64,0,1,-1,1,5,12,5,12,-1,-64,0,6,5,4,12,-64,0,8,5,9,12,-64,0,2,12,11,12,-64,0,6,-11,2,-1,-64,0,6,-12,10,-1,-64,0,3,-13,0,-8,0,-4,2,-2,-64,0,4,-10,-1,-7,-3,-2,-64,0,10,-12,13,-7,12,-2,-64,0,9,-10,14,-7,15,-3,-64,-64,,,,,,"
393,養,990A,72,11,"72,-64,0,-1,-16,1,-11,-64,0,-1,-16,-3,-12,-64,0,3,-16,1,-11,-64,0,3,-16,5,-12,-64,0,1,-11,0,-5,-64,0,-1,-11,0,-8,-64,0,3,-11,1,-8,-64,0,3,-8,10,-3,-64,0,6,-6,1,3,-64,0,3,-1,5,4,-1,7,-64,0,2,2,4,6,4,12,-64,-64,,,,,,"
394,xiang,,80,7,"80,-64,0,3,-12,2,-7,0,-5,3,-2,6,-5,3,-12,3,-12,-64,0,1,-6,5,-6,-64,0,3,-2,2,2,3,5,5,1,3,-2,-64,0,0,-12,-4,-1,0,2,0,5,-5,2,-3,8,-1,9,-1,9,-64,0,-1,-11,-1,2,-64,0,8,-12,12,-2,7,0,7,4,12,1,8,10,-64,0,8,-12,8,0,-64,-64,,,,,,"
395,合,5408,36,5,"36,-64,0,1,-12,-7,-1,-64,0,1,-12,8,-2,-64,0,-3,-6,5,-7,-64,0,-3,2,-2,10,6,8,5,0,-64,0,-3,5,5,3,-64,-64,,,,,,"
396,今,4ECA,30,4,"30,-64,0,6,-12,0,-4,-2,7,-64,0,6,-12,12,-4,13,9,-64,0,0,-4,12,-4,-64,0,2,4,9,4,-64,-64,,,,,,"
397,會,6703,60,8,"60,-64,0,-3,-7,8,-7,-64,0,-3,-7,-2,-1,7,-1,8,-7,8,-7,-64,0,0,-5,5,-5,-64,0,2,-17,-4,-9,-64,0,2,-17,8,-9,-64,0,-2,-12,6,-12,-64,0,-4,0,-2,7,7,7,8,0,-64,0,-3,3,8,3,-64,-64,,,,,,"
398,倉,5009,66,9,"66,-64,0,6,-9,6,5,-64,0,1,-9,1,2,6,2,-64,0,1,-7,6,-7,-64,0,1,-3,6,-3,-64,0,3,-16,2,-12,-2,-10,-64,0,3,-16,10,-10,-64,0,2,-12,7,-12,-64,0,0,4,0,9,4,10,7,8,8,4,-64,0,0,6,7,6,-64,-64,,,,,,"
399,入,5165,16,2,"16,-64,0,-2,-13,-10,0,-64,0,-2,-13,3,-6,10,-1,-64,-64,,,,,,"
400,内,5185,32,4,"32,-64,0,-2,-14,-2,7,-64,0,-2,-14,11,-14,11,7,-64,0,3,-14,4,-3,-2,3,-64,0,4,-3,7,0,11,1,-64,-64,,,,,,"
401,缶,7F36,40,5,"40,-64,0,1,-15,1,1,-64,0,1,-9,-5,-2,-64,0,1,-9,9,-4,-64,0,-4,3,7,3,-64,0,-4,0,-4,7,1,8,6,8,7,6,7,-2,-64,-64,,,,,,"
402,矢,77E2,36,5,"36,-64,0,3,-17,3,3,-64,0,3,-17,-2,-8,-64,0,3,-17,7,-9,-64,0,3,2,1,6,5,12,-64,0,3,2,5,6,-1,12,-64,-64,,,,,,"
403,she,,60,8,"60,-64,0,2,-15,4,13,-64,0,2,-14,-4,-4,-2,1,-4,4,4,12,-64,0,-9,1,1,1,-64,0,1,1,4,-2,8,3,-64,0,1,1,4,3,8,-2,-64,0,-9,1,-6,-1,-64,0,-9,1,-5,4,-64,0,-4,-11,2,-15,-64,-64,,,,,,"
404,侯,4FAF,50,7,"50,-64,0,0,-12,0,12,-64,0,0,-12,11,-16,-64,0,6,-12,6,-2,-64,0,6,-2,4,2,9,10,-64,0,6,-3,9,2,4,7,4,11,-64,0,6,-11,2,-4,-64,0,6,-11,10,-5,-64,-64,,,,,,"
405,高,9AD8,72,10,"72,-64,0,-2,-17,-2,-13,-6,-10,-64,0,-2,-17,1,-12,5,-11,-64,0,-3,-12,-3,-3,-64,0,1,-12,1,-3,-64,0,-3,-8,1,-8,-64,0,-3,-5,1,-5,-64,0,-6,-3,-6,5,-64,0,-7,-3,6,-3,6,6,-64,0,0,7,0,11,3,11,3,6,-64,0,0,8,3,8,-64,-64,,,,,,"
406,bo,,82,12,"82,-64,0,-6,-2,7,-2,-64,0,-1,-16,-7,-8,-64,0,-1,-16,6,-9,-64,0,-4,-12,-4,-2,-64,0,4,-11,4,-2,-64,0,-4,-8,4,-8,-64,0,-4,-6,4,-6,-64,0,-5,-2,-5,8,-64,0,7,-2,6,8,-64,0,-5,1,0,4,7,1,-64,0,-5,3,1,7,6,3,-64,0,3,1,0,2,0,9,-2,13,-64,-64,,,,,,"
407,央,592E,52,7,"52,-64,0,3,-10,3,3,3,3,-64,0,3,2,0,6,-2,11,-64,0,3,2,6,11,-64,0,-5,-15,-5,-6,11,-6,11,-16,-64,0,-1,-10,7,-10,-64,0,3,-4,-4,2,-64,0,3,-4,10,1,-64,-64,,,,,,"
408,guo,,88,13,"88,-64,0,-1,-6,10,-6,-64,0,0,-6,0,1,9,1,9,-6,-64,0,4,-16,-2,-9,-64,0,4,-16,11,-9,-64,0,2,-14,2,-6,-64,0,7,-13,7,-6,-64,0,2,-11,7,-11,-64,0,2,-9,7,-9,-64,0,3,1,3,6,-64,0,7,1,7,6,-64,0,3,3,7,3,-64,0,-2,4,5,12,13,3,13,3,-64,0,0,6,10,6,-64,-64,,,,,,"
409,京,4EAC,56,9,"56,-64,0,-9,-1,6,-1,-64,0,-4,-14,-11,-6,-64,0,-4,-14,6,-6,-64,0,-7,-10,-6,-1,-64,0,1,-10,2,-2,-64,0,-7,-10,1,-10,-64,0,-9,-1,-9,8,-64,0,6,-1,6,8,-64,0,-2,-1,-1,14,-64,-64,,,,,,"
410,xiang,,64,9,"64,-64,0,-11,0,5,1,-64,0,-11,0,-11,5,5,7,5,1,-64,0,-4,-8,-4,0,-64,0,1,-8,1,0,1,0,-64,0,-4,-5,1,-5,-64,0,-4,-2,1,-2,-64,0,-2,-14,-9,-8,-9,-8,-64,0,-2,-14,6,-7,-64,0,-9,-9,6,-7,-64,-64,,,,,,"
411,chun,,110,15,"110,-64,0,-8,-6,2,-8,-64,0,-8,-6,-7,-3,2,-5,2,-9,-64,0,-5,-11,-5,-7,-5,-7,-64,0,-1,-12,-1,-7,-64,0,-4,-15,-8,-11,-8,-11,-64,0,-3,-15,2,-12,-64,0,-8,-11,2,-12,-64,0,-7,-1,-4,-1,-64,0,-1,-2,2,-3,-64,0,-5,1,-3,3,-3,13,-64,0,0,0,-3,3,-3,3,-64,0,-7,5,-5,1,-5,1,-64,0,0,0,1,3,-64,0,-5,4,-3,8,0,4,-64,0,-6,7,-3,10,0,7,-64,-64,,,,,,"
412,hou,,72,10,"72,-64,0,-8,-3,5,-8,-64,0,-6,-4,-4,13,-64,0,-7,-14,-6,-10,-2,-10,1,-11,1,-17,-64,0,-4,-10,-4,-5,-64,0,0,-11,0,-6,-64,0,-7,-13,1,-15,-64,0,4,-8,4,3,-5,10,-64,0,-3,-5,3,4,3,3,-64,0,-5,0,1,6,-64,0,-5,1,4,-4,-64,-64,,,,,,"
413,bi,,78,11,"78,-64,0,-5,-5,3,-5,-64,0,-5,-5,-6,-1,-6,2,2,2,2,2,-64,0,-6,-1,3,-1,-64,0,-1,-5,-1,2,-64,0,3,-5,4,-1,2,3,-64,0,-5,-14,-4,-5,-64,0,-1,-14,0,-5,-64,0,-6,-14,3,-15,-64,0,-6,-10,4,-10,-64,0,-4,2,-2,9,0,12,-64,0,1,2,0,12,-64,-64,,,,,,"
414,良,826F,56,7,"56,-64,0,-9,-4,4,-4,-64,0,-8,-4,-7,3,4,1,4,1,-64,0,3,-4,3,1,-64,0,-1,-14,-5,-11,-5,-4,-64,0,2,-12,-1,-9,-1,-4,-64,0,-4,2,-4,7,-8,8,-64,0,0,2,-1,10,-9,13,-64,-64,,,,,,"
415,lin,,70,9,"70,-64,0,-2,-16,-2,-10,-64,0,-2,-11,-8,-1,-5,12,-64,0,-7,-2,-2,3,-1,8,-5,12,-64,0,-2,-11,7,-3,4,10,4,10,-64,0,-8,-11,-2,-13,7,-11,-64,0,3,-7,2,3,4,10,-64,0,-6,-4,1,-8,-64,0,-7,2,2,-4,-64,0,-2,4,3,2,-64,-64,,,,,,"
416,bi,,76,9,"76,-64,0,-8,5,8,5,-64,0,0,-6,0,1,0,1,-64,0,0,0,-4,5,-4,5,-64,0,0,-1,4,5,-64,0,0,-5,-4,0,-64,0,0,-4,3,-1,-64,0,-7,-13,-7,-6,7,-6,6,-14,-7,-13,-64,0,-3,5,-5,9,-2,13,-3,5,-64,0,4,5,1,10,3,13,5,9,4,5,-64,-64,,,,,,"
417,se,,94,13,"94,-64,0,-11,2,10,1,-64,0,0,-5,-11,2,-64,0,-1,-5,9,1,-64,0,-10,-7,-8,-16,-5,-12,-5,11,-64,0,-2,-15,-5,-13,-5,-13,-64,0,-8,-8,-5,-3,-5,-3,-64,0,1,-13,3,-2,-64,0,6,-15,2,-9,-64,0,5,-13,7,-8,-64,0,6,-7,3,-3,-64,0,7,1,7,11,-64,0,-2,2,-1,6,-2,8,-5,11,-64,0,7,1,3,8,7,11,-64,-64,,,,,,"
418,來,4F86,42,6,"42,-64,0,-1,-13,0,13,-64,0,-7,1,-5,-6,-1,-2,-64,0,0,-3,6,-11,7,-1,-64,0,-1,2,-7,11,-64,0,0,1,6,10,-64,0,2,-16,-6,-7,-64,-64,,,,,,"
419,麥,9EA5,58,8,"58,-64,0,-1,-16,-1,1,-64,0,-6,-4,-5,-10,-1,-7,-64,0,-1,-9,5,-15,5,-6,-64,0,-1,-4,-6,1,-64,0,-1,-4,5,1,-64,0,-1,1,-5,8,-64,0,-1,0,0,6,-2,11,-64,0,-3,5,3,8,4,12,-64,-64,,,,,,"
420,夊,590A,22,3,"22,-64,0,-2,-14,5,7,-64,0,-2,-14,-4,9,-64,0,2,-3,-8,2,-10,12,-64,-64,,,,,,"
421,复,590D,72,10,"72,-64,0,-1,-12,-1,-1,-64,0,-1,-12,5,-12,4,-1,-1,-1,-64,0,0,-16,0,-12,-64,0,0,-16,3,-16,3,-12,-64,0,0,-1,0,1,-64,0,3,-1,3,2,-64,0,-2,2,5,2,-64,0,2,2,-2,9,-64,0,2,2,2,7,0,11,-64,0,0,6,4,8,4,13,-64,-64,,,,,,"
422,夒,5912,96,12,"96,-64,0,3,-9,8,-1,4,2,4,9,-64,0,-1,-15,-3,-12,-2,-10,-2,-4,-1,-4,2,-5,2,-10,4,-14,-64,0,-2,-14,3,-13,-64,0,-2,-10,2,-12,-64,0,-2,-7,2,-9,-64,0,6,-5,-3,0,-64,0,1,-4,1,-2,-64,0,2,-4,2,-3,-64,0,6,1,8,4,-64,0,-2,11,7,7,7,7,-64,0,6,6,7,10,-1,13,-64,0,-3,10,0,7,2,12,-64,-64,,,,,,"
423,夔,5914,84,8,"84,-64,0,-3,-11,-5,-9,-4,-7,-1,-8,0,-10,-3,-11,-64,0,5,-13,-3,-11,-8,-8,-8,-5,3,-10,-64,0,-1,-13,-2,-16,-4,-13,-3,-11,-64,0,-3,-7,0,-3,-2,9,-1,9,-64,0,0,-3,-6,3,-64,0,-2,-5,3,-7,3,-3,-64,0,-7,9,1,7,3,8,-3,11,-4,11,-4,11,-64,0,-7,7,-2,8,-2,8,-64,-64,,,,,,"
424,舞,821E,106,16,"106,-64,0,2,-15,2,2,-2,11,-64,0,2,1,6,6,7,11,-64,0,-6,-8,2,-10,12,-7,-64,0,-3,-8,-4,6,-64,0,9,-8,9,5,-64,0,-4,-5,-6,-3,-64,0,-3,-5,-1,-3,-64,0,-4,-2,-6,0,-64,0,-4,-2,-2,0,-64,0,-4,0,-7,4,-64,0,-4,0,-2,3,-64,0,6,-3,9,-6,-64,0,9,-6,12,-3,-64,0,5,0,9,-3,-64,0,9,-3,11,-1,-64,0,6,2,9,0,12,2,-64,-64,,,,,,"
425,韋,97CB,50,5,"50,-64,0,-4,-6,-4,0,6,1,6,-7,-4,-6,-64,0,9,-14,1,-12,-5,-9,6,-10,-64,0,4,-16,1,-10,1,-10,-64,0,-4,4,7,3,5,6,-6,8,-64,0,0,3,-2,9,-6,13,-64,-64,,,,,,"
426,弟,5F1F,44,5,"44,-64,0,1,-11,1,9,-64,0,4,-15,1,-11,1,-11,-64,0,-1,-13,1,-11,1,-11,-64,0,-3,-5,6,-9,6,-5,-4,0,-3,5,7,2,-64,0,-1,10,4,7,-64,-64,,,,,,"
427,乘,4E58,46,6,"46,-64,0,2,-7,2,10,-64,0,-3,-6,2,2,9,-8,-64,0,-3,9,2,3,8,10,-64,0,2,-16,2,-10,0,-7,-64,0,2,-10,4,-8,-64,0,-2,-11,2,-15,7,-11,-64,-64,,,,,,"
428,木,6728,24,3,"24,-64,0,1,-15,1,12,-64,0,-5,-14,1,-5,7,-15,-64,0,-4,8,1,1,6,8,-64,-64,,,,,,"
429,杏,674F,36,4,"36,-64,0,-1,-14,-1,4,-64,0,-6,-14,-1,-7,5,-15,-64,0,-6,1,-1,-6,5,0,-64,0,-4,4,-4,9,5,9,5,3,-4,4,-64,-64,,,,,,"
430,杜,675C,50,6,"50,-64,0,-1,2,-4,-3,0,-10,4,-4,-1,2,-1,2,-64,0,-6,2,3,2,-64,0,7,-14,7,12,-64,0,3,-11,7,-5,13,-12,-64,0,3,3,7,-3,7,-3,-64,0,7,1,13,7,-64,-64,,,,,,"
431,柳,67F3,56,7,"56,-64,0,0,-16,0,-1,-64,0,-5,-16,0,-11,5,-17,-64,0,-6,-3,0,-9,6,-4,-64,0,-1,-2,-1,11,-64,0,-1,-2,-5,3,-1,9,-1,9,-64,0,2,-3,2,8,4,12,-64,0,2,0,6,4,2,7,-64,-64,,,,,,"
432,杞,675E,44,5,"44,-64,0,5,-15,5,2,-64,0,0,-13,5,-6,10,-12,-64,0,-2,3,5,-6,10,1,-64,0,10,3,-1,4,-1,4,-64,0,0,4,0,7,10,7,10,11,-2,11,-64,-64,,,,,,"
433,柏,67CF,42,5,"42,-64,0,1,-3,-4,-7,-1,-14,3,-10,1,-3,1,-3,-64,0,-4,-7,3,-10,3,-10,-64,0,1,1,0,11,-64,0,-4,1,5,11,-64,0,5,0,-3,11,-64,-64,,,,,,"
434,樹,6A39,76,10,"76,-64,0,-1,-14,-1,-5,-64,0,-3,-12,-1,-9,3,-13,-64,0,-5,-5,-1,-9,2,-6,-64,0,-3,-2,-3,5,3,4,2,-3,-4,-2,-64,0,-3,1,2,0,-64,0,-2,5,-2,8,-64,0,1,4,2,8,-64,0,-5,9,4,8,-64,0,6,-7,6,-2,8,0,5,6,-64,0,5,1,11,10,-64,-64,,,,,,"
435,朱,6731,46,6,"46,-64,0,1,-14,1,12,-64,0,-2,-16,-3,-8,1,-5,1,-5,-64,0,-4,-3,7,-3,-64,0,4,-16,7,-10,1,-5,-64,0,-7,7,1,-1,1,-1,-64,0,1,-1,10,8,-64,-64,,,,,,"
436,條,689D,52,5,"52,-64,0,-4,-6,0,-14,2,-14,4,-13,-1,-4,-64,0,-1,-12,4,-10,10,-4,-64,0,1,-7,1,13,-64,0,-2,-4,-2,2,1,3,3,1,4,-6,-64,0,-4,12,-2,6,1,4,5,5,5,10,-64,-64,,,,,,"
437,枚,679A,52,7,"52,-64,0,0,-17,0,11,-64,0,-3,-15,0,-8,3,-17,-64,0,-2,-5,2,-5,-64,0,-4,8,0,0,3,6,-64,0,3,-13,5,-11,4,6,-64,0,4,-1,8,1,5,9,-64,0,5,2,9,11,-64,-64,,,,,,"
438,格,683C,36,4,"36,-64,0,-3,-4,3,-15,5,-10,0,2,-64,0,0,-10,8,-2,4,5,-64,0,-2,2,-1,9,7,9,8,3,-64,0,-1,6,7,6,-64,-64,,,,,,"
439,槀,69C0,98,14,"98,-64,0,-4,-6,10,-6,10,3,-64,0,-4,-6,-4,4,-64,0,3,-17,-3,-11,-64,0,3,-17,10,-11,-64,0,-1,-14,-1,-6,-64,0,6,-14,6,-6,-64,0,-1,-13,6,-13,-64,0,-1,-10,6,-10,-64,0,0,-3,0,10,-64,0,-2,-2,0,2,2,-2,2,-2,-64,0,-4,9,0,5,2,8,-64,0,5,-3,6,12,-64,0,4,-1,5,2,8,-2,-64,0,3,8,5,3,9,8,-64,-64,,,,,,"
440,杲,6772,66,8,"66,-64,0,-2,-12,-2,-7,5,-7,6,-10,3,-12,-2,-12,-2,-12,-64,0,1,-10,3,-10,-64,0,-4,-14,-2,-12,-64,0,2,-17,2,-13,2,-12,-64,0,6,-10,9,-13,-64,0,2,-7,2,12,-64,0,-2,-4,2,2,8,-5,-64,0,-4,10,2,2,8,9,-64,-64,,,,,,"
441,杳,6773,44,5,"44,-64,0,-1,-14,-1,2,-64,0,-4,-12,-1,-4,3,-12,-64,0,-6,1,-1,-4,4,0,-64,0,0,4,0,10,7,10,8,7,7,5,0,4,-64,0,2,6,5,6,-64,-64,,,,,,"
442,杗,6757,50,7,"50,-64,0,1,-14,1,14,-64,0,7,-13,1,-7,-64,0,-2,0,1,3,-5,11,-64,0,1,3,6,9,-64,0,5,-7,5,3,-64,0,5,-2,9,-4,9,-4,-64,0,8,-11,9,2,8,9,-64,-64,,,,,,"
443,栅,6805,86,11,"86,-64,0,-3,-11,-2,11,-64,0,2,-14,3,11,-64,0,7,-16,7,13,-64,0,0,-10,4,-7,4,-7,-64,0,-6,-8,-3,-3,0,-9,-64,0,-5,4,10,3,-64,0,3,-2,7,-7,5,-12,5,-12,-64,0,-5,8,-2,4,-1,8,-1,8,-64,0,0,9,3,3,5,9,5,9,-64,0,4,11,7,4,11,9,-64,0,7,-5,11,-9,-64,-64,,,,,,"
444,jie,,98,11,"98,-64,0,3,-14,1,-10,1,-6,3,-5,3,-5,-64,0,3,-14,3,-14,5,-10,3,-5,-64,0,1,-10,5,-10,-64,0,2,-5,1,-2,2,0,4,0,4,-2,3,-6,-64,0,2,2,2,9,-64,0,0,1,4,6,-64,0,0,7,5,1,-64,0,-2,9,2,10,6,9,-64,0,-4,-10,-2,-1,-4,5,-3,8,-64,0,8,-14,6,-1,11,-2,9,4,-64,0,7,-11,11,-6,6,-2,-64,-64,,,,,,"
445,mu,,50,6,"50,-64,0,-5,-9,-3,-15,0,-10,-1,14,-64,0,0,-10,2,-15,4,-11,-64,0,-3,-9,0,-4,2,-9,-64,0,-7,-7,0,-1,0,-1,-64,0,0,3,6,-3,-64,0,-5,11,0,3,4,11,-64,-64,,,,,,"
446,槃,69C3,90,11,"90,-64,0,3,-12,1,-9,1,2,4,5,-64,0,7,-13,5,-9,5,1,7,5,-64,0,1,-9,5,-9,-64,0,2,2,5,1,-64,0,3,4,5,2,-64,0,0,5,1,9,4,10,9,10,10,4,-64,0,1,7,9,7,-64,0,-4,-14,-1,-9,-4,-3,-2,3,-64,0,-3,1,-5,4,-6,12,-64,0,-3,-12,-4,-10,-3,-6,-64,0,-6,1,-2,6,-64,-64,,,,,,"
447,柄,67C4,52,7,"52,-64,0,-1,-14,-1,2,-64,0,-6,-13,-1,-5,6,-13,-64,0,-4,0,-1,-4,3,-1,-64,0,-8,2,-8,13,-64,0,-8,2,7,2,7,12,-64,0,-1,2,-7,10,-8,10,-64,0,-2,2,7,9,-64,-64,,,,,,"
448,棊,68CA,92,13,"92,-64,0,-1,-8,-1,1,9,1,9,-8,9,-8,-64,0,-3,-8,0,-8,-64,0,7,-8,11,-8,-64,0,-1,-7,9,0,-64,0,9,-6,0,1,-64,0,3,-17,3,-8,-64,0,1,-14,6,-10,-64,0,1,-10,3,-12,3,-12,-64,0,3,-13,7,-17,-64,0,-2,2,1,6,-64,0,0,1,-4,10,-64,0,8,1,10,4,11,11,-64,0,6,8,10,4,11,0,-64,-64,,,,,,"
449,臬,81EC,78,10,"78,-64,0,3,-17,3,-12,-2,-9,-2,-6,0,-3,-64,0,3,-12,6,-9,7,-8,7,-5,6,-3,5,-6,-64,0,0,-3,1,-6,-64,0,-3,-14,-1,-10,-64,0,8,-13,5,-9,-64,0,-2,-9,6,-9,-64,0,2,-6,2,12,-64,0,-1,3,2,6,-64,0,2,4,8,-2,-64,0,-3,10,2,6,6,10,-64,-64,,,,,,"
